rank,finalWorth,category,personName,country,city,source,industries,organization,selfMade,status,gender,lastName,firstName,title,date,countryOfCitizenship,state,residenceStateRegion,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country
1067,2800,Fashion & Retail,Benjamin Otto,Germany,Hamburg,Retail,Fashion & Retail,,FALSE,D,M,Otto,Benjamin,,04-04-2023 05:01,Germany,,,,,,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
1067,2800,Diversified,Maren Otto,Germany,Berlin,"Retail, real estate",Diversified,,FALSE,D,F,Otto,Maren,,04-04-2023 05:01,Germany,,,,,,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
1067,2800,Service,Ranjan Pai,India,Bangalore,Education,Service,,FALSE,U,M,Pai,Ranjan,,04-04-2023 05:01,India,,,1972,11,11,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
1067,2800,Manufacturing,Madhukar Parekh,India,Mumbai,Adhesives,Manufacturing,,FALSE,D,M,Parekh,Madhukar,,04-04-2023 05:01,India,,,1947,1,1,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
1067,2800,Technology,Sean Parker,United States,Los Angeles,Facebook,Technology,,TRUE,E,M,Parker,Sean,,04-04-2023 05:01,United States,California,West,1979,12,3,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1067,2800,Healthcare,Stewart Rahr,United States,New York,Drug distribution,Healthcare,,FALSE,U,M,Rahr,Stewart,,04-04-2023 05:01,United States,New York,Northeast,1946,2,18,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1067,2800,Media & Entertainment,Su Hua,China,Beijing,Video streaming,Media & Entertainment,,TRUE,D,M,Su,Hua,,04-04-2023 05:01,China,,,1982,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1067,2800,Manufacturing,Sun Shoukuan,China,Yingkou,"Metals, coal",Manufacturing,,TRUE,E,M,Sun,Shoukuan,,04-04-2023 05:01,China,,,1949,10,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1067,2800,Manufacturing,Tseng Cheng,Taiwan,,Petrochemicals,Manufacturing,,FALSE,U,M,Tseng,Cheng,,04-04-2023 05:01,Taiwan,,,1961,12,1,,,,,,,,,,,
1067,2800,Logistics,Tung Chee Hwa,Hong Kong,Hong Kong,Shipping,Logistics,,FALSE,E,M,Tung,Chee Hwa,,04-04-2023 05:01,Hong Kong,,,1937,7,7,,,,,,,,,,,
1067,2800,Technology,Meg Whitman,United States,Los Angeles,EBay,Technology,Quibi,TRUE,D,F,Whitman,Meg,CEO,04-04-2023 05:01,United States,California,West,1956,8,4,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1067,2800,Manufacturing,Wong Luen Hei,Hong Kong,Hong Kong,Building materials,Manufacturing,,TRUE,D,M,Wong,Luen Hei,,04-04-2023 05:01,China,,,1962,1,1,,,,,,,,,,,
1067,2800,Healthcare,Chenghai Ye & family,Hong Kong,Hong Kong,Pharmaceuticals,Healthcare,,TRUE,D,M,Ye,Chenghai,,04-04-2023 05:01,Hong Kong,,,1943,8,15,,,,,,,,,,,
1067,2800,Manufacturing,Zhu Xingming,China,Shenzhen,Electrical equipment,Manufacturing,,TRUE,U,M,Zhu,Xingming,,04-04-2023 05:01,China,,,1967,3,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1104,2700,Finance & Investments,Jose Joao Abdalla Filho,Brazil,Rio de Janeiro,Investments,Finance & Investments,,FALSE,D,M,Abdalla Filho,Jose Joao,,04-04-2023 05:01,Brazil,,,1945,5,30,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528
1104,2700,Finance & Investments,Juan Abello,Spain,Madrid,Investments,Finance & Investments,,FALSE,D,M,Abello,Juan,,04-04-2023 05:01,Spain,,,1941,12,16,110.96,0.7,"$1,394,116,310,769 ",88.9,102.7,83.3,14.2,47,47076781,40.463667,-3.74922
1104,2700,Diversified,Suhail Bahwan,Oman,Muscat,Diversified,Diversified,,TRUE,U,M,Bahwan,Suhail,,04-04-2023 05:01,Oman,,,1939,1,1,113.53,0.1,"$76,983,094,928 ",38,103.4,77.6,2.5,27.4,5266535,21.4735329,55.975413
1104,2700,Diversified,Madhur Bajaj,India,Mumbai,Diversified,Diversified,,FALSE,Split Family Fortune,M,Bajaj,Madhur,,04-04-2023 05:01,India,,,1952,8,19,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
1104,2700,Diversified,Niraj Bajaj,India,Mumbai,Diversified,Diversified,,FALSE,Split Family Fortune,M,Bajaj,Niraj,,04-04-2023 05:01,India,,,1954,10,10,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
1104,2700,Diversified,Shekhar Bajaj,India,Mumbai,Diversified,Diversified,,FALSE,Split Family Fortune,M,Bajaj,Shekhar,,04-04-2023 05:01,India,,,1948,6,8,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
1104,2700,Finance & Investments,Harindarpal Banga,Hong Kong,Hong Kong,Commodities,Finance & Investments,,TRUE,U,M,Banga,Harindarpal,,04-04-2023 05:01,India,,,1950,8,10,,,,,,,,,,,
1104,2700,Healthcare,Ulrike Baro,Germany,Munich,Biopharmaceuticals,Healthcare,,FALSE,U,F,Baro,Ulrike,,04-04-2023 05:01,Germany,,,,,,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
1104,2700,Healthcare,Anne Beaufour,United Kingdom,,Pharmaceuticals,Healthcare,,FALSE,U,F,Beaufour,Anne,,04-04-2023 05:01,France,,,1963,8,8,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
1104,2700,Healthcare,Henri Beaufour,United Kingdom,London,Pharmaceuticals,Healthcare,,FALSE,U,M,Beaufour,Henri,,04-04-2023 05:01,France,,,1965,6,1,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
1104,2700,Manufacturing,Andrei Bokarev,Russia,Moscow,"Metals, mining",Manufacturing,,TRUE,U,M,Bokarev,Andrei,,04-04-2023 05:01,Russia,,,1966,10,23,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756
1104,2700,Food & Beverage,Jack Cowin,Australia,Sydney,Fast food,Food & Beverage,,TRUE,D,M,Cowin,Jack,,04-04-2023 05:01,Australia,,,1942,7,13,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23,47.4,25766605,-25.274398,133.775136
1104,2700,Finance & Investments,Glenn Dubin,United States,New York,Hedge funds,Finance & Investments,,TRUE,U,M,Dubin,Glenn,,04-04-2023 05:01,United States,New York,Northeast,1957,4,13,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1104,2700,Energy,N. Murray Edwards,United Kingdom,London,Oil & gas,Energy,,TRUE,D,M,Edwards,N. Murray,,04-04-2023 05:01,Canada,,,1959,12,10,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
1104,2700,Sports,"Frank Fertitta, III.",United States,Las Vegas,"Casinos, mixed martial arts",Sports,,FALSE,U,M,Fertitta,Frank,,04-04-2023 05:01,United States,Nevada,West,1962,2,24,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1104,2700,Automotive,Abhay Firodia,India,Pune,Automobiles,Automotive,,FALSE,D,M,Firodia,Abhay,,04-04-2023 05:01,India,,,1944,11,5,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
1104,2700,Finance & Investments,Bruce Flatt,United Kingdom,London,Money management,Finance & Investments,,TRUE,D,M,Flatt,Bruce,Investor,04-04-2023 05:01,Canada,,,1965,6,1,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
1104,2700,Service,Miguel Fluxa Rossello,Spain,Esporles,Hotels,Service,,FALSE,D,M,Fluxa Rossello,Miguel,,04-04-2023 05:01,Spain,,,1938,7,27,110.96,0.7,"$1,394,116,310,769 ",88.9,102.7,83.3,14.2,47,47076781,40.463667,-3.74922
1104,2700,Metals & Mining,Robert Friedland,Singapore,Singapore,Mining,Metals & Mining,Ivanhoe Mines Ltd.,TRUE,U,M,Friedland,Robert,Founder and Executive Chairman,04-04-2023 05:01,United States,,,1950,8,18,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836
1104,2700,Metals & Mining,Alexander Frolov,Russia,Moscow,"Mining, steel",Metals & Mining,,TRUE,U,M,Frolov,Alexander,,04-04-2023 05:01,Russia,,,1964,5,17,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756
1104,2700,Diversified,Nadir Godrej,India,Mumbai,Consumer goods,Diversified,,FALSE,U,M,Godrej,Nadir,,04-04-2023 05:01,India,,,1951,1,1,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
1104,2700,Service,Maggie Hardy,United States,Belle Vernon,Building materials,Service,,FALSE,U,F,Hardy Knox,Maggie,,04-04-2023 05:01,United States,Pennsylvania,Northeast,1965,12,7,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1104,2700,Finance & Investments,Nithin Kamath,India,Bangalore,Financial services,Finance & Investments,,TRUE,N,M,Kamath,Nithin,,04-04-2023 05:01,India,,,1979,10,5,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
1104,2700,Construction & Engineering,Samvel Karapetyan,Russia,Moscow,Real estate,Construction & Engineering,,TRUE,U,M,Karapetyan,Samvel,,04-04-2023 05:01,Russia,,,1965,8,18,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756
1104,2700,Real Estate,Kei Hoi Pang,Hong Kong,Hong Kong,Real estate,Real Estate,,TRUE,D,M,Kei,Hoi Pang,,04-04-2023 05:01,China,,,1966,1,1,,,,,,,,,,,
1104,2700,Diversified,Mustafa Rahmi Koc,Turkey,Istanbul,Diversified,Diversified,,FALSE,U,M,Koc,Mustafa Rahmi,,04-04-2023 05:01,Turkey,,,1930,10,9,234.44,15.2,"$754,411,708,203 ",23.9,93.2,77.4,17.9,42.3,83429615,38.963745,35.243322
1104,2700,Finance & Investments,Yuri Kovalchuk & family,Russia,St. Petersburg,"Banking, insurance, media",Finance & Investments,,TRUE,U,M,Kovalchuk,Yuri,,04-04-2023 05:01,Russia,,,1951,7,25,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756
1104,2700,Real Estate,Geoffrey Kwok,Hong Kong,Hong Kong,Real estate,Real Estate,,FALSE,D,M,Kwok,Geoffrey,,04-04-2023 05:01,Hong Kong,,,1985,5,1,,,,,,,,,,,
1104,2700,Real Estate,Jonathan Kwok,Hong Kong,Hong Kong,Real Estate,Real Estate,,FALSE,U,M,Kwok,Jonathan,,04-04-2023 05:01,Hong Kong,,,1992,3,1,,,,,,,,,,,
1104,2700,Manufacturing,Hans Langer,Germany,Gräfelfing,3D printing,Manufacturing,,TRUE,U,M,Langer,Hans,,04-04-2023 05:01,Germany,,,1952,1,18,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
1104,2700,Manufacturing,Frank Laukien,United States,Boston,Scientific equipment,Manufacturing,,FALSE,U,M,Laukien,Frank,,04-04-2023 05:01,United States,Massachusetts,Northeast,1960,2,4,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1104,2700,Real Estate,Maritsa Lazari & family,United Kingdom,London,Real estate,Real Estate,,TRUE,D,F,Lazari,Maritsa,,04-04-2023 05:01,United Kingdom,,,1944,10,14,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
1104,2700,Real Estate,Angela Leong,Hong Kong,Hong Kong,Casinos,Real Estate,,FALSE,D,F,Leong,Angela,,04-04-2023 05:01,Hong Kong,,,1961,3,23,,,,,,,,,,,
1104,2700,Technology,Li Zhongchu,China,Beijing,Software,Technology,,TRUE,D,M,Li,Zhongchu,,04-04-2023 05:01,China,,,1963,8,26,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1104,2700,Food & Beverage,Liang Yunchao,China,Guangzhou,Nutritional supplements,Food & Beverage,,TRUE,D,M,Liang,Yunchao,,04-04-2023 05:01,China,,,1969,1,3,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1104,2700,Sports,Vincent McMahon,United States,Greenwich,Entertainment,Sports,,TRUE,U,M,McMahon,Vincent,,04-04-2023 05:01,United States,Connecticut,Northeast,1945,8,24,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1104,2700,Metals & Mining,Patrice Motsepe,South Africa,Johannesburg,Mining,Metals & Mining,,TRUE,D,M,Motsepe,Patrice,,04-04-2023 05:01,South Africa,,,1962,1,28,158.93,4.1,"$351,431,649,241 ",22.4,100.9,63.9,27.5,29.2,58558270,-30.559482,22.937506
1104,2700,Telecom,Denis O'Brien,Ireland,Dublin,Telecom,Telecom,,TRUE,D,M,O'Brien,Denis,,04-04-2023 05:01,Ireland,,,1958,4,17,,,,,,,,,,,
1104,2700,Food & Beverage,Timm Oberwelland,,,Candy,Food & Beverage,,FALSE,Split Family Fortune,M,Oberwelland,Timm,,04-04-2023 05:01,Germany,,,,,,,,,,,,,,,,
1104,2700,Diversified,Dan Olsson,Sweden,Gothenburg,Diversified,Diversified,,FALSE,E,M,Olsson,Dan,,04-04-2023 05:01,Sweden,,,1947,1,1,110.51,1.8,"$530,832,908,738 ",67,126.6,82.5,27.9,49.1,10285453,60.128161,18.643501
1104,2700,Technology,Yuji Otsuka,Japan,Tokyo,"Copy machines, software",Technology,,FALSE,U,M,Otsuka,Yuji,,04-04-2023 05:01,Japan,,,1954,2,13,105.48,0.5,"$5,081,769,542,380 ",63.2,98.8,84.2,11.9,46.7,126226568,36.204824,138.252924
1104,2700,Fashion & Retail,Pan Dong,Hong Kong,Hong Kong,Consumer goods,Fashion & Retail,,TRUE,D,F,Pan,Dong,,04-04-2023 05:01,Canada,,,1965,1,1,,,,,,,,,,,
1104,2700,Diversified,Karsanbhai Patel,India,Ahmedabad,Consumer goods,Diversified,,TRUE,D,M,Patel,Karsanbhai,,04-04-2023 05:01,India,,,1944,1,7,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
1104,2700,Real Estate,Richard Peery,United States,Palo Alto,Real estate,Real Estate,,TRUE,D,M,Peery,Richard,,04-04-2023 05:01,United States,California,West,1938,10,1,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1104,2700,Metals & Mining,Gianfelice Rocca,,,Pipe Manufacturing,Metals & Mining,,FALSE,Split Family Fortune,M,Rocca,Gianfelice,,04-04-2023 05:01,Italy,,,1948,3,2,,,,,,,,,,,
1104,2700,Metals & Mining,Paolo Rocca,,,Pipe Manufacturing,Metals & Mining,,FALSE,Split Family Fortune,M,Rocca,Paolo,,04-04-2023 05:01,Italy,,,1952,10,14,,,,,,,,,,,
1104,2700,Healthcare,Wayne Rothbaum,United States,Delray Beach,Biotech investing,Healthcare,,TRUE,N,M,Rothbaum,Wayne,Investor,04-04-2023 05:01,United States,Florida,South,1968,2,17,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1104,2700,Technology,Jeff Rothschild,United States,Palo Alto,Facebook,Technology,Meta Platforms,TRUE,D,M,Rothschild,Jeff,Advisor,04-04-2023 05:01,United States,California,West,1955,1,2,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1104,2700,Technology,Raj Sardana,United States,Atlanta,Technology services,Technology,,TRUE,N,M,Sardana,Raj,,04-04-2023 05:01,United States,Georgia,South,1960,3,8,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1104,2700,Media & Entertainment,Christiane Schoeller,,,Publishing,Media & Entertainment,,FALSE,U,F,Schoeller,Christiane,,04-04-2023 05:01,Germany,,,,,,,,,,,,,,,,
1104,2700,Manufacturing,Salil Singhal,India,Delhi,Agrochemicals,Manufacturing,,FALSE,U,M,Singhal,Salil,,04-04-2023 05:01,India,,,1947,7,21,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
1104,2700,Logistics,Alexander Skorobogatko,Russia,Moscow,"Real estate, airport",Logistics,,TRUE,U,M,Skorobogatko,Alexander,,04-04-2023 05:01,Russia,,,1967,9,25,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756
1104,2700,Technology,Evan Spiegel,United States,Los Angeles,Snapchat,Technology,Snap,TRUE,D,M,Spiegel,Evan,Cofounder,04-04-2023 05:01,United States,California,West,1990,6,4,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1104,2700,Service,Glen Taylor,United States,Mankato,Printing,Service,,TRUE,U,M,Taylor,Glen,,04-04-2023 05:01,United States,Minnesota,Midwest,1941,4,20,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1104,2700,Media & Entertainment,Thomas Tull,United States,Pittsburgh,"Movies, investments",Media & Entertainment,,TRUE,U,M,Tull,Thomas,,04-04-2023 05:01,United States,Pennsylvania,Northeast,1970,6,11,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1104,2700,Metals & Mining,Bulat Utemuratov,Kazakhstan,Nur-Sultan,"Mining, banking, hotels",Metals & Mining,,TRUE,D,M,Utemuratov,Bulat,,04-04-2023 05:01,Kazakhstan,,,1958,1,1,182.75,5.2,"$180,161,741,180 ",61.7,104.4,73.2,11.7,28.4,18513930,48.019573,66.923684
1104,2700,Food & Beverage,Gustav Magnar Witzoe,Norway,Kverva,Fish farming,Food & Beverage,,FALSE,D,M,Witzoe,Gustav Magnar,,04-04-2023 05:01,Norway,,,1993,4,22,120.27,2.2,"$403,336,363,636 ",82,100.3,82.8,23.9,36.2,5347896,60.472024,8.468946
1104,2700,Manufacturing,Wong Man Li,Hong Kong,Hong Kong,Furniture,Manufacturing,,TRUE,D,M,Wong,Man Li,,04-04-2023 05:01,Hong Kong,,,1965,2,12,,,,,,,,,,,
1104,2700,Healthcare,Guangming Wu,China,Danyang,Medical equipment,Healthcare,,TRUE,D,M,Wu,Guangming,,04-04-2023 05:01,China,,,1962,2,27,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1104,2700,Healthcare,Zhu Yi,China,Chengdu,Pharmaceuticals,Healthcare,,TRUE,N,M,Zhu ,Yi ,,04-04-2023 05:01,China,,,1963,12,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1164,2600,Real Estate,Ben Ashkenazy,United States,New York,Real estate,Real Estate,,TRUE,D,M,Ashkenazy,Ben,,04-04-2023 05:01,United States,New York,Northeast,1969,9,23,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1164,2600,Finance & Investments,Felix Baker,United States,New York,Biotech investing,Finance & Investments,,TRUE,D,M,Baker,Felix,,04-04-2023 05:01,United States,New York,Northeast,1969,3,29,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1164,2600,Finance & Investments,Julian Baker,United States,New York,Investing,Finance & Investments,,TRUE,D,M,Baker,Julian,,04-04-2023 05:01,United States,New York,Northeast,1966,5,21,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1164,2600,Media & Entertainment,David Baszucki,United States,San Francisco,Online games,Media & Entertainment,,TRUE,U,M,Baszucki,David,,04-04-2023 05:01,United States,California,West,1963,1,20,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1164,2600,Food & Beverage,Joesley Batista,Brazil,Sao Paulo,Beef processing,Food & Beverage,,FALSE,D,M,Batista,Joesley,,04-04-2023 05:01,Brazil,,,1972,2,5,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528
1164,2600,Food & Beverage,Wesley Batista,Brazil,Sao Paulo,Beef packing,Food & Beverage,,FALSE,D,M,Batista,Wesley,,04-04-2023 05:01,Brazil,,,1972,12,8,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528
1164,2600,Media & Entertainment,Yvonne Bauer,Germany,Hamburg,"Magazines, media",Media & Entertainment,,FALSE,D,F,Bauer,Yvonne,,04-04-2023 05:01,Germany,,,1977,3,29,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
1164,2600,Manufacturing,Miriam Baumann-Blocher,Switzerland,Rheinfelden,Chemicals,Manufacturing,,FALSE,D,F,Baumann-Blocher,Miriam,,04-04-2023 05:01,Switzerland,,,1975,1,1,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512
1164,2600,Healthcare,Cen Junda,China,Lianyungang,Pharmaceuticals,Healthcare,,TRUE,U,M,Cen,Junda,,04-04-2023 05:01,China,,,1964,6,18,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1164,2600,Finance & Investments,Richard Chandler,Singapore,Singapore,Investments,Finance & Investments,,FALSE,U,M,Chandler,Richard,,04-04-2023 05:01,New Zealand,,,1959,1,1,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836
1164,2600,Manufacturing,Chen Zhiping,China,Shenzhen,E-cigarettes,Manufacturing,,TRUE,D,M,Chen,Zhiping,,04-04-2023 05:01,China,,,1976,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1164,2600,Service,Fernando Chico Pardo,Mexico,Mexico City,Airport management,Service,,TRUE,U,M,Chico Pardo,Fernando,,04-04-2023 05:01,Mexico,,,1952,2,15,141.54,3.6,"$1,258,286,717,125 ",40.2,105.8,75,13.1,55.1,126014024,23.634501,-102.552784
1164,2600,Energy,Ray Davis,United States,Dallas,Pipelines,Energy,,TRUE,U,M,Davis,Ray,,04-04-2023 05:01,United States,Texas,South,1941,12,18,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1164,2600,Construction & Engineering,Maria Del Pino,Spain,Madrid,Construction,Construction & Engineering,,FALSE,U,F,Del Pino,Maria,,04-04-2023 05:01,Spain,,,1956,3,19,110.96,0.7,"$1,394,116,310,769 ",88.9,102.7,83.3,14.2,47,47076781,40.463667,-3.74922
1164,2600,Manufacturing,Deng Weiming & family,China,Changsha,Battery components,Manufacturing,,TRUE,D,M,Deng,Weiming,,04-04-2023 05:01,China,,,1968,9,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1164,2600,Food & Beverage,"John Dorrance, III.",Ireland,Dublin,Campbell Soup,Food & Beverage,,FALSE,D,M,Dorrance,John,,04-04-2023 05:01,Ireland,,,1944,1,1,,,,,,,,,,,
1164,2600,Diversified,Carl Douglas,Sweden,Stockholm,Investments,Diversified,,FALSE,D,M,Douglas,Carl,,04-04-2023 05:01,Sweden,,,1961,5,5,110.51,1.8,"$530,832,908,738 ",67,126.6,82.5,27.9,49.1,10285453,60.128161,18.643501
1164,2600,Diversified,Eric Douglas,Sweden,Stockholm,Investments,Diversified,,FALSE,D,M,Douglas,Eric,,04-04-2023 05:01,Sweden,,,1968,5,1,110.51,1.8,"$530,832,908,738 ",67,126.6,82.5,27.9,49.1,10285453,60.128161,18.643501
1164,2600,Manufacturing,Fiona Geminder,Australia,Melbourne,Manufacturing,Manufacturing,,FALSE,D,F,Geminder,Fiona,,04-04-2023 05:01,Australia,,,1964,12,1,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23,47.4,25766605,-25.274398,133.775136
1164,2600,Finance & Investments,Stewart Horejsi & family,United States,Phoenix,Berkshire Hathaway,Finance & Investments,,TRUE,D,M,Horejsi,Stewart,,04-04-2023 05:01,United States,Arizona,West,1937,9,19,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1164,2600,Healthcare,Hou Juncheng,China,Hangzhou,Cosmetics,Healthcare,,TRUE,U,M,Hou,Juncheng,,04-04-2023 05:01,China,,,1964,12,17,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1164,2600,Construction & Engineering,Zhenda Huang & family,China,Shantou,Construction,Construction & Engineering,,TRUE,D,M,Huang,Zhenda,,04-04-2023 05:01,China,,,1947,9,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1164,2600,Service,Dmitry Kamenshchik,Russia,Moscow,Airport,Service,,TRUE,U,M,Kamenshchik,Dmitry,,04-04-2023 05:01,Russia,,,1968,4,26,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756
1164,2600,Finance & Investments,Alicia Koplowitz,Spain,Madrid,"Construction, investments",Finance & Investments,,FALSE,D,F,Koplowitz,Alicia,,04-04-2023 05:01,Spain,,,1953,9,12,110.96,0.7,"$1,394,116,310,769 ",88.9,102.7,83.3,14.2,47,47076781,40.463667,-3.74922
1164,2600,Real Estate,Adam Kwok,Hong Kong,Hong Kong,Real estate,Real Estate,,FALSE,U,M,Kwok,Adam,,04-04-2023 05:01,Hong Kong,,,1983,4,1,,,,,,,,,,,
